ccode,leader,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,numentry,numexit,yrbegin,yrend,country,region,end_gdppc,begin_gdppc,begin_pop,begin_GDP,age,Region_GDP,Region_begin_gdppc,World_GDP,World_begin_gdppc,Region_end_gdppc,World_end_gdppc,tenure,growth_rate,growth_rate_region,growth_rate_world,fties_range
2,Johnson,Regular,Regular,Regular,0,OK,1,1908,1973,0,1.0,1963,1969,United States,Western Offshoots,24195.0,19514.0,189242.0,3692868388.0,55,4193686049.857,18879.619879587808,15991243735.72246,4641.996896446171,23361.810483523757,5681.9044547071835,5.163586584531143,0.039979843531140036,0.03956815720269513,0.03733693284231284,1.0
2,Nixon,Regular,Regular,Regular,0,OK,1,1913,1994,0,1.0,1969,1974,United States,Western Offshoots,26286.0,24195.0,202677.0,4903770015.0,56,5590316711.476,23361.810483523757,22012539042.756966,5681.9044547071835,25587.73185556277,6502.291373207286,5.549623545516769,0.014403802438520352,0.01588005756666333,0.02406431754938702,1.0
2,Ford,Regular,Regular,Regular,0,OK,1,1913,2006,0,1.0,1974,1977,United States,Western Offshoots,28001.0,26286.0,213854.0,5621366244.0,61,6483578141.5,25587.73185556277,27746656042.65312,6502.291373207286,27207.79797484943,6844.80761054035,2.4503764544832305,0.021747952015014338,0.02110472482713699,0.017558745457250335,1.0
2,Carter,Regular,Regular,Regular,0,OK,1,1924,-777,0,1.0,1977,1981,United States,Western Offshoots,30056.0,28001.0,220239.0,6166912239.0,53,7108701091.2,27207.79797484943,30733214214.56724,6844.80761054035,29232.66780816336,7449.156687050575,4.0,0.014678047212599531,0.014884481538606664,0.017658613971255697,1.0
2,Reagan,Regular,Regular,Regular,0,OK,1,1911,2004,0,1.0,1981,1989,United States,Western Offshoots,36756.0,30056.0,229966.237,6911865219.271999,70,7979785945.601999,29232.66780816336,35740398961.4584,7449.156687050575,35474.12936343846,8400.371070406607,8.0,0.024768580131901925,0.023723313004303945,0.014188248613871801,1.0
2,G.H.W. Bush,Regular,Regular,Regular,0,OK,1,1924,-777,0,1.0,1989,1993,United States,Western Offshoots,37761.53516734228,36756.0,247341.697,9091291414.932,65,10457063747.331999,35474.12936343846,46016341267.83971,8400.371070406607,36306.03857154265,8370.98732245474,4.0,0.005471406939505252,0.004690230446989396,-0.0006995821423980475,1.0
2,Clinton,Regular,Regular,Regular,0,OK,1,1946,-777,0,1.0,1993,2001,United States,Western Offshoots,45878.009153955805,37761.53516734228,259919.0,9814940459.160437,47,11249703066.466793,36306.03857154265,48709321632.52854,8370.98732245474,44387.97388541928,10037.080751093254,8.0,0.023882250521874933,0.024733979469652785,0.02211465445352751,1.0
2,G.W. Bush,Regular,Regular,Regular,0,OK,1,1946,-777,0,1.0,2001,2009,United States,Western Offshoots,48452.93350407469,45878.009153955805,284969.0,13073810390.593632,55,15056386981.662313,44387.97388541928,64760587194.60295,10037.080751093254,47276.31100212977,12715.917859583242,7.997262149212868,0.007015682452234467,0.008133782824167324,0.03336175595924898,1.0
2,Obama,Regular,Still in Office,Still in Office,0,Leader Still in Office,1,1961,-777,0,-888.0,2009,2015,United States,Western Offshoots,52808.154135428966,48452.93350407469,306772.0,14864003316.912,48,17324172040.043434,47276.31100212977,90134685455.90204,12715.917859583242,51453.055510482634,14903.079242620459,6.9431895961670085,0.012840798913763012,0.012621073308377901,0.024571692708182873,1.0
20,Mackenzie,Regular,Regular,Regular,0,OK,1,1822,1892,0,1.0,1873,1878,Canada,Western Offshoots,2609.0,2936.0,3943.0,11576648.0,51,245312435.712,4983.8978426281465,943174079.4074694,988.0524078232073,5073.7462417121615,1059.2958117145881,4.941820670773443,-0.022275204359673027,0.003605547381630725,0.014420976727001378,1.0
20,Macdonald,Regular,Natural Death,Regular,1,Missing: Natural Death within Six Months of Losing Office,1,1815,1891,0,2.0,1878,1891,Canada,Western Offshoots,3840.0,2609.0,4244.0,11072596.0,63,279740999.0368,5073.7462417121615,1038709456.9097267,1059.2958117145881,6629.3458189560815,1636.0787591825156,12.635181382614647,0.03629448359229885,0.023584448303323027,0.04188435236440707,1.0
20,Abbott,Regular,Regular,Regular,0,OK,1,1821,1893,0,1.0,1891,1892,Canada,Western Offshoots,3779.0,3840.0,4972.0,19092480.0,70,486951967.7856,6629.3458189560815,1755379986.2233455,1636.0787591825156,7033.006758923422,1696.388260754877,1.4729637234770705,-0.007942708333333326,0.03044500550967677,0.018431111960189428,1.0
20,Thompson,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,1,1845,1894,0,2.0,1892,1894,Canada,Western Offshoots,3857.0,3779.0,5022.0,18978138.0,47,526800338.27040005,7033.006758923422,1831626029.2905164,1696.388260754877,6305.967983831111,1704.7161152365945,2.0177960301163584,0.006880127017729591,-0.03445841397160846,0.0016363892383165861,1.0
20,Bowell,Regular,Regular,Regular,0,OK,1,1823,1917,0,1.0,1894,1896,Canada,Western Offshoots,3647.0,3857.0,5121.0,19751697.0,71,490471883.8144,6305.967983831111,1864405397.3313825,1704.7161152365945,6627.037855543707,1763.1460289247484,1.3607118412046544,-0.027223230490018124,0.025457619871829262,0.01713772550335879,1.0
20,Tupper,Regular,Regular,Regular,0,OK,1,1821,1915,0,1.0,1896,1897,Canada,Western Offshoots,4004.0,3647.0,5218.0,19030046.0,75,534470603.0496,6627.037855543707,1960151150.4666553,1763.1460289247484,7092.209624724083,1849.241128186834,0.1943874058863792,0.09788867562380044,0.07019301523851218,0.04883038491972802,1.0
20,Laurier,Regular,Regular,Regular,0,OK,1,1841,1919,0,1.0,1896,1911,Canada,Western Offshoots,6715.0,3647.0,5218.0,19030046.0,55,534470603.0496,6627.037855543707,1960151150.4666553,1763.1460289247484,9450.202489015808,2625.350603411657,15.24435318275154,0.05257746092678914,0.026625438610464958,0.030563427544509844,1.0
20,Borden,Regular,Retired Due to Ill Health,Regular,0,OK,1,1854,1937,0,2.1,1911,1920,Canada,Western Offshoots,6154.0,6715.0,7410.0,49758150.0,57,1013165659.0498738,9450.202489015808,3482522324.7243567,2625.350603411657,9741.422760526853,2162.6735739195483,8.668035592060233,-0.009282700421940928,0.0034240332927555597,-0.01958159750764368,1.0
20,Meighen,Regular,Regular,Regular,0,OK,1,1874,1960,0,1.0,1920,1921,Canada,Western Offshoots,5351.0,6154.0,8798.0,54142892.0,46,1191161692.3117025,9741.422760526853,3564985722.0261664,2162.6735739195483,9265.706685330448,2111.637150659708,1.4702258726899384,-0.0652421189470263,-0.024417176365861604,-0.011799381995347524,1.0
20,King,Regular,Regular,Regular,0,OK,1,1874,1951,0,1.0,1921,1926,Canada,Western Offshoots,7168.0,5351.0,9028.0,48308828.0,47,1155693063.447896,9265.706685330448,3494210458.682645,2111.637150659708,11161.376708891567,2617.2258672182684,4.4955509924709105,0.06791253971220335,0.04091798041831738,0.047885946352156816,1.0
20,Meighen,Regular,Regular,Regular,1,OK,1,1874,1960,0,1.0,1926,1927,Canada,Western Offshoots,7726.0,7168.0,9713.0,69622784.0,52,1507299279.0289705,11161.376708891567,4582082014.773711,2617.2258672182684,11092.892205718297,2656.9465908915454,0.24093086926762491,0.0778459821428572,-0.0061358473026640326,0.015176651037571487,1.0
20,King,Regular,Regular,Regular,1,OK,1,1874,1951,0,1.0,1926,1930,Canada,Western Offshoots,7669.0,7168.0,9713.0,69622784.0,52,1507299279.0289705,11161.376708891567,4582082014.773711,2617.2258672182684,10297.123160233505,2998.6797490676922,3.865845311430527,0.017473493303571452,-0.019358130524560757,0.0364368515751044,1.0
20,Bennett,Regular,Regular,Regular,0,OK,1,1870,1947,0,1.0,1930,1935,Canada,Western Offshoots,6298.0,7669.0,10488.0,80432472.0,60,1463406549.2860653,10297.123160233505,5458058939.984556,2998.6797490676922,9351.218692657603,2943.2410091718666,5.210130047912389,-0.029795279697483374,-0.015310173739090105,-0.003081286017791766,1.0
20,King,Regular,Retired Due to Ill Health,Regular,2,OK,1,1874,1951,0,2.1,1935,1948,Canada,Western Offshoots,11261.0,6298.0,11136.0,70134528.0,61,1377331650.0228457,9351.218692657603,5630779125.9489,2943.2410091718666,14260.280415869804,3168.829703044974,13.065023956194388,0.05628771038424897,0.03749749390622744,0.005474739609695499,1.0
20,St. Laurent,Regular,Regular,Regular,0,OK,1,1882,1973,0,1.0,1948,1957,Canada,Western Offshoots,13719.0,11261.0,13180.0,148419980.0,66,2423263711.3491716,14260.280415869804,6499684837.63634,3168.829703044974,16842.680179552575,3998.7864293264565,8.596851471594798,0.02425282933230719,0.020121154613239205,0.029101410512108867,1.0
20,Diefenbaker,Regular,Regular,Regular,0,OK,1,1895,1979,0,1.0,1957,1963,Canada,Western Offshoots,15248.0,13719.0,17010.154,233362302.72599998,62,3384302974.107,16842.680179552575,12402988214.360376,3998.7864293264565,18879.619879587808,4641.996896446171,5.834360027378508,0.0185752119930996,0.020156527725202638,0.026808569653470893,1.0
20,Pearson,Regular,Regular,Regular,0,OK,1,1897,1972,0,1.0,1963,1968,Canada,Western Offshoots,18297.0,15248.0,19342.841,294939639.568,66,4193686049.857,18879.619879587808,15991243735.72246,4641.996896446171,22826.281754922144,5493.04100497063,4.996577686516085,0.039992130115425,0.04180870060420414,0.03666715542942316,1.0
20,Pierre Trudeau,Regular,Regular,Regular,0,OK,1,1919,2000,0,1.0,1968,1979,Canada,Western Offshoots,25775.0,18297.0,21143.1,386855300.7,49,5403203675.9,22826.281754922144,20870428352.946007,5493.04100497063,29061.566845816335,7154.915857056463,11.121149897330595,0.03405840666047257,0.022763544956059423,0.025211821809055162,1.0
20,Clark,Regular,Regular,Regular,0,OK,1,1939,-777,0,1.0,1979,1980,Canada,Western Offshoots,25784.0,25775.0,24276.9,625737097.5,40,7757065470.9,29061.566845816335,33220383789.58506,7154.915857056463,28786.75595198316,7436.343036764115,0.7474332648870636,0.00034917555771096787,-0.009456162336021312,0.03933340172408828,1.0
20,Pierre Trudeau,Regular,Regular,Regular,1,OK,1,1919,2000,0,1.0,1980,1984,Canada,Western Offshoots,26836.0,25784.0,24593.3,634113647.1999999,61,7775470120.042999,28786.75595198316,35105310712.72682,7436.343036764115,31030.123365617674,7689.824215508679,4.32580424366872,0.008160099286379152,0.015586107843318597,0.006817361100513874,1.0
20,Turner,Regular,Regular,Regular,0,OK,1,1929,-777,0,1.0,1984,1985,Canada,Western Offshoots,28025.0,26836.0,25701.8,689733504.8,55,8715061242.991999,31030.123365617674,38795331361.618996,7689.824215508679,31985.361771448475,7819.374561014284,0.216290212183436,0.04430615590997178,0.030784228427826132,0.016846983997934606,1.0
20,Mulroney,Regular,Regular,Regular,0,OK,1,1939,-777,0,1.0,1984,1993,Canada,Western Offshoots,29657.57435681402,26836.0,25701.8,689733504.8,45,8715061242.991999,31030.123365617674,38795331361.618996,7689.824215508679,36306.03857154265,8370.98732245474,8.76933607118412,0.01168237672783665,0.01889173284138061,0.009842200229757372,1.0
20,Kim Campbell,Regular,Regular,Regular,0,OK,0,1947,-777,0,1.0,1993,1994,Canada,Western Offshoots,30745.822846121897,29657.57435681402,28787.79,853776022.4933472,46,11249703066.466793,36306.03857154265,48709321632.52854,8370.98732245474,37368.93889520499,8484.730850610164,0.3613963039014374,0.036693779343348165,0.02927613051387712,0.01358782707152284,1.0
20,Chretien,Regular,Regular,Regular,0,OK,1,1939,-777,0,1.0,1993,2003,Canada,Western Offshoots,38559.97590268697,29657.57435681402,28787.79,853776022.4933472,54,11249703066.466793,36306.03857154265,48709321632.52854,8370.98732245474,45718.30343453156,10588.841252368895,10.102669404517453,0.0272884498815073,0.023567992426488053,0.02408593834526629,1.0
20,Paul Martin,Regular,Regular,Regular,0,OK,1,1938,-777,0,1.0,2003,2006,Canada,Western Offshoots,41247.14929668085,38559.97590268697,31757.69,1224575761.125003,65,15798159997.971424,45718.30343453156,69971417637.12488,10588.841252368895,48957.23246309065,12072.685129081427,2.1546885694729636,0.02322938341365018,0.02361511535671353,0.046710930288070086,1.0
20,Harper,Regular,Regular,Regular,0,Missing: Left Office after 2014-12-31,1,1959,-777,0,1.0,2006,2015,Canada,Western Offshoots,43761.52709036398,41247.14929668085,32688.16,1348293415.753791,47,17410960199.111603,48957.23246309065,82618841699.03532,12072.685129081427,51453.055510482634,14903.079242620459,9.741273100616016,0.006095882592025492,0.005097965962993545,0.02344461139569527,1.0
20,Justin Trudeau,Regular,Still in Office,Still in Office,0,Missing: Left Office after 2014-12-31,1,1971,-777,0,-888.0,2015,2016,Canada,Western Offshoots,43702.07959843087,43761.52709036398,35831.15,1568025841.4038954,44,19805745934.47515,51453.055510482634,113181872475.00757,14903.079242620459,51890.55912273373,15208.971823570959,0.15605749486652978,-0.0013584418982993673,0.008502966595675954,0.020525461615723994,1.0
40,Palma,Regular,Irregular,Unknown,0,OK,1,1835,1908,0,3.0,1902,1906,Cuba,Latin America,1913.0,1680.0,1775.0,2982000.0,67,99363364.0,1528.8553052683408,2427437019.6413016,1998.1734201395602,1780.6688588007737,2215.2914850598504,4.358658453114305,0.02773809523809523,0.03294145007244298,0.021731653792604843,1.0
40,Gomez,Regular,Regular,Regular,0,OK,1,1858,1921,0,1.0,1909,1913,Cuba,Latin America,2120.0,2069.0,2154.0,4456626.0,51,139328207.0,1891.581343253187,2939559126.60919,2275.420707583311,1978.6060906858067,2587.435191482245,4.306639288158795,0.004929917834702735,0.009201269376335919,0.027424773173513016,1.0
40,Menocal,Regular,Regular,Regular,0,Exile,1,1868,1941,0,1.0,1913,1921,Cuba,Latin America,2302.0,2120.0,2431.0,5153720.0,45,155476888.0,1978.6060906858067,4396657850.163141,2587.435191482245,2168.3854627285514,2111.637150659708,8.0,0.009538784067085946,0.010657299091973105,-0.020431989622123323,1.0
40,Zyas y Alfonso,Regular,Regular,Regular,0,OK,1,1861,1934,0,1.0,1921,1925,Cuba,Latin America,2560.0,2302.0,3083.0,7097066.0,60,192715258.0,2168.3854627285514,3494210458.682645,2111.637150659708,2445.6204305886517,2533.307902110328,4.0,0.02241529105125979,0.025570635168458145,0.03993780383328489,1.0
40,Machado Morales,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1871,1939,0,3.0,1925,1933,Cuba,Latin America,1551.0,2560.0,3432.0,8785920.0,54,235026569.0,2445.6204305886517,4389125672.035584,2533.307902110328,2306.9501681388156,2687.9688541781056,8.229979466119097,-0.04379340277777778,-0.006300162832366464,0.006783443187240594,1.0
40,de Cespedes,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1871,1939,1,3.0,1933,1934,Cuba,Latin America,1680.0,1551.0,4060.0,6297060.0,62,257259548.0,2306.9501681388156,5044728874.113239,2687.9688541781056,2435.4267081456937,2789.597766223327,0.06570841889117043,0.0831721470019342,0.055691077241832865,0.0378088131070613,1.0
40,Grau San Martin,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,Exile,1,1882,1969,1,3.0,1933,1934,Cuba,Latin America,1680.0,1551.0,4060.0,6297060.0,51,257259548.0,2306.9501681388156,5044728874.113239,2687.9688541781056,2435.4267081456937,2789.597766223327,0.34770704996577684,0.0831721470019342,0.055691077241832865,0.0378088131070613,1.0
40,Hevia,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,OK,1,1900,1964,1,3.0,1934,1935,Cuba,Latin America,1809.0,1680.0,4137.0,6950160.0,34,276350304.0,2435.4267081456937,5285216561.450975,2789.597766223327,2547.209606760056,2943.2410091718666,0.008213552361396304,0.07678571428571423,0.045898691280868986,0.05507720317562059,1.0
40,Mendieta,Irregular,Regular,Regular,0,OK,1,1873,1960,1,1.0,1934,1935,Cuba,Latin America,1809.0,1680.0,4137.0,6950160.0,61,276350304.0,2435.4267081456937,5285216561.450975,2789.597766223327,2547.209606760056,2943.2410091718666,1.8973305954825461,0.03839285714285712,0.022949345640434493,0.027538601587810296,1.0
40,Barnet,Regular,Regular,Regular,0,OK,1,1864,1945,0,1.0,1935,1936,Cuba,Latin America,1913.0,1809.0,4221.0,7635789.0,71,294207804.0,2547.209606760056,5630779125.9489,2943.2410091718666,2639.897550263019,3096.930968028489,0.4380561259411362,0.057490326147042525,0.036388031537325505,0.052217931993230104,1.0
40,Gomez y Arias,Regular,Regular,Regular,0,OK,1,1889,1950,0,1.0,1936,1937,Cuba,Latin America,2042.0,1913.0,4289.0,8204857.0,47,310140444.0,2639.897550263019,5983416185.986538,3096.930968028489,2721.1973710616094,3217.4818436826667,0.6078028747433265,0.06743335075797185,0.030796581780414112,0.03892591630188025,1.0
40,Laredo Bru,Regular,Regular,Regular,0,OK,1,1875,1946,0,1.0,1936,1940,Cuba,Latin America,2069.0,1913.0,4289.0,8204857.0,61,310140444.0,2639.897550263019,5983416185.986538,3096.930968028489,2834.3575242660845,2992.573693872765,3.783709787816564,0.020386826973340322,0.01841548490998174,-0.008424249299796155,1.0
40,Batista,Regular,Regular,Regular,0,Exile,1,1901,1973,0,1.0,1940,1944,Cuba,Latin America,2275.0,2069.0,4566.0,9447054.0,39,358293969.0,2834.3575242660845,6033654014.749514,2992.573693872765,3017.836341075821,3226.090605272364,4.0,0.019913001449975855,0.012946765906481472,0.015606426794282147,1.0
40,Grau San Martin,Regular,Regular,Regular,1,Exile,1,1882,1969,0,1.0,1944,1948,Cuba,Latin America,2507.0,2275.0,4849.0,11031475.0,62,415891044.0,3017.836341075821,5921553827.78953,3226.090605272364,3502.118851998493,3168.829703044974,4.0,0.020395604395604394,0.03209468348770903,-0.0035498632390428943,1.0
40,Prio Socarres,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1903,1977,0,3.0,1948,1952,Cuba,Latin America,2844.0,2507.0,5268.0,13206876.0,45,529832059.0,3502.118851998493,6499684837.63634,3168.829703044974,3807.482269934404,3483.109758706662,3.4140999315537304,0.033605903470283194,0.021798476211169593,0.024794647007986226,1.0
40,Batista,Irregular,Irregular,"Removed by Rebels, without Foreign Support",1,Exile,1,1901,1973,1,3.0,1952,1959,Cuba,Latin America,3006.0,2844.0,6008.0,17086752.0,51,659388635.711,3807.482269934404,9831337731.891596,3483.109758706662,4492.250918970149,4133.59363023349,6.811772758384668,0.00813743218806511,0.02569259310591021,0.026679109703244195,1.0
40,Castro,Irregular,Retired Due to Ill Health,Regular,0,OK,1,1927,-777,1,2.1,1959,2008,Cuba,Latin America,6004.893861824534,3006.0,6901.0,20744406.0,32,942740965.706,4492.250918970149,13330790435.611374,4133.59363023349,12917.31803091149,12884.297227275865,49.14442162902122,0.01995272030488712,0.03750933446911195,0.0423394478501172,1.0
40,Raul Castro,Regular,Still in Office,Still in Office,0,Leader Still in Office,1,1931,-777,0,-888.0,2008,2015,Cuba,Latin America,7889.0,6004.893861824534,11258.0,67603095.0964206,77,7321236617.331129,12917.31803091149,90277694082.64677,12884.297227275865,14328.67732126639,14903.079242620459,7.8494182067077345,0.03922022148787399,0.01365762698357234,0.019585682281828914,1.0
42,Balaguer,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1907,2002,1,3.0,1961,1962,Dominican Republic,Latin America,2222.0,1964.0,3340.557,6560853.948,54,1077511563.008,4853.933893976878,14545646569.21639,4382.617763622689,4937.603057494931,4529.241449361327,0.6351813826146475,0.1313645621181263,0.01723739246261191,0.03345573208680608,1.0
42,Echavarria,Irregular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,1,1925,-777,1,3.0,1962,1963,Dominican Republic,Latin America,2291.0,2222.0,3453.434,7673530.348,37,1127021110.899,4937.603057494931,15291081770.15114,4529.241449361327,4956.750986844105,4641.996896446171,0.0054757015742642025,0.03105310531053096,0.003877980697559069,0.02489499584985566,1.0
42,Filiberto Bonnelly,Regular,Regular,Regular,0,OK,1,1904,1979,0,1.0,1962,1963,Dominican Republic,Latin America,2291.0,2222.0,3453.434,7673530.348,58,1127021110.899,4937.603057494931,15291081770.15114,4529.241449361327,4956.750986844105,4641.996896446171,1.106091718001369,0.01552655265526548,0.0019389903487795346,0.01244749792492783,1.0
42,Bosch,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,1,1909,2001,0,3.0,1963,1964,Dominican Republic,Latin America,2365.0,2291.0,3569.217,8177076.147,54,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5175.591075780825,4887.10241035969,0.5749486652977412,0.032300305543430774,0.04414990575833877,0.05280174015221051,1.0
42,de los Santos,Irregular,Regular,Regular,0,OK,1,1903,1986,1,1.0,1963,1964,Dominican Republic,Latin America,2365.0,2291.0,3569.217,8177076.147,60,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5175.591075780825,4887.10241035969,0.23819301848049282,0.032300305543430774,0.04414990575833877,0.05280174015221051,1.0
42,Cabral,Irregular,Irregular,"Removed by Military, without Foreign Support",0,OK,1,1923,2006,1,3.0,1963,1965,Dominican Republic,Latin America,2007.0,2291.0,3569.217,8177076.147,40,1163421978.836,4956.750986844105,15991243735.72246,4641.996896446171,5296.2348069556465,5045.491310664872,1.3415468856947297,-0.06198166739415101,0.034244590964179755,0.043461297284322686,1.0
